q_id,question,choice0,choice1,choice2,choice3,choice4,label
9577,在商务等场合，在朋友A和朋友B之间牵线搭桥，让双方都受益的行为是？,店长,小船,蛇,牵线搭桥,国会,3
9578,在公司里，指有责任地位的人的称呼是？,老员工,智囊,公司高管,人类,普通职员,2
9579,主要在春季和夏季迎来旺季的蔬菜是？,萝卜,青椒,柿子,南瓜,卷心菜,4
9580,可以在上面放东西的家具是？,照明,电视,桌子,演员,冰箱,2
9581,负伤叫做什么？,负伤,疲劳,腿力,倒立,心肌梗塞,0
9582,会长高的是？,经济,财富,雨,成长,肥料,3
9583,人们欢闹的事情是？,讲述,公园,春天,祭典,责难,3
9584,把嘴巴的污垢清理干净的东西是？,书籍,洗发,洗脸,菜单表,口巾,4
9585,在酒店里住宿的房间是？,升（量器）,会客室,刷油漆,自己的房间,客房,4
9586,总是有精神、面带笑容的人是？,温暖的,易碎的,开朗的,宽广的,可怕的,2
9587,美国的金融街是？,底特律,市中心,华尔街,公园大道,苏豪区,2
9588,用来收纳衣服的是？,冰箱,微波炉,衣柜,鞋柜,玻璃杯,2
9589,用来传送电力、通信的是？,虫子,电缆,拉线电话,蜡烛,工具箱,1
9590,为了人类利用而饲养的动物的总称是？,相似物,蜥蜴,柑橘类,家畜,蜜蜂,3
9591,不用语言就做不到的事情是？,提问,登山,下山,退后,游泳,0
9592,哪一个是建筑物？,镜子的倒影,镜饼,梳妆台,如镜一般,镜子之家,4
9593,把内容物互相交换叫做什么？,盖上盖子,调换,翻过来,入库,驶入,1
9594,把食品切、煮、烤等称为什么？,钱,灶台烧火,解体,烹饪,传单,3
9595,人的集合体是？,国会大厦,公司,学校,国家,白宫,3
9596,发声之后会变成什么？,乐队,歌,红绿灯,许多人,天津饭,1
9597,用手碰火会怎样？,蛹,日立,明亮,烫,刺眼,3
9598,住在那个国家的人们叫什么？,天津饭,盖浇饭,饭团,红绿灯,国民,4
9599,要去二楼怎么走？,厕所,楼梯,妓女,厨房,房间,1
9600,海岸或湖的一部分因侵蚀作用向陆地方向被掏蚀形成的地形叫什么？,海湾,蜜蜂,沙洲,海角,羊,0
9601,表示“气氛很好”意思的词是？,微妙差别,浪漫的,白色的,可爱的,语调,1
9602,为从事理容（理发、修剪、刮脸等整理容貌）业务而设立的设施是？,温泉,酒店,理发店,内科,皮肤科,2
9603,拥有大量财产叫什么？,贫困,破产,夺冠,获胜,变成有钱人,4
9604,大声呼喊、握紧拳头是为了做什么？,象征国家,挥手,玩剪刀石头布,让情绪高涨,摇晃,3
9605,中尾彬的老家在千叶的哪里？,冲绳,千叶市,木更津,北海道,迪士尼乐园,2
9606,神奈川县的大佛在？,逗子,港口,东海道,湘南,镰仓,4
9607,把一切都吸进去的东西是？,吸尘器,月亮,黑洞,天道,食蚁兽,2
9608,在当今时代，为了预防感染，在店铺入口不可或缺的东西是？,消毒液,淋浴,自动门,伞架,洗脸,0
9609,为了避免战争的学问是？,诺贝尔奖,维和部队,临床医学,和平之钟,和平学,4
9610,下面哪一个是根茎类蔬菜的一种？,葡萄,萝卜,青椒,卷心菜,香菇,1
9611,停车的地方是？,车库,架子,睡感,冰冷,建筑物,0
9612,消防员的工作是？,逮捕犯人,纵火,灭火,黑板擦,橡皮擦,2
9613,在公园里坐的是？,花坛,长椅,书桌,碎石,电车,1
9614,电动汽车的心脏部位是？,油门踏板,电机,厨房,印度,伊拉克,1
9615,在空间中飞来飞去传递信息的东西是？,电,疲劳,电波,爱,电流,2
9616,支撑构筑物（桥墩、建筑物等）基础的地面（地壳表层部分）称为什么？,石砌,地球,基盘,地基,路面,3
9617,放盘子和杯子的柜子是？,书架,水槽,水龙头,餐具柜,洗脸台,3
9618,计算器中使用的是什么？,端子,铁,末端,银,计算机系统,4
9619,人们为了信仰去祈祷的地方是？,公司,酒馆,教堂,医院,酒窖,2
9620,把建筑、土木等建筑作业称为什么？,吃饭,洗澡,敲,施工,打,3
9621,为了以后回头阅读而当场记下来的东西是什么？,备忘录,交通工具,写字,自然光,画图,0
9622,哪一个是酒？,烧酒,画廊开幕,联谊会,红茶,果汁,0
9623,建筑物最前面的是？,奇异果,食堂,事务所,入口,村民,3
9624,哪一个字里有三棵树？,森林里,棒球场,曲奇饼,小牧场,甜甜圈,0
9625,用面板可以发电的是以下三者中的哪一个？,搞笑问答,太阳,光,太阳能,Attack25,3
9626,不会读汉字吗？,指甲,牙齿,牙虫,牙斧,牙音,3
9627,欧洲被称为什么？,欧亚大陆,琴欧洲,欧洲,国家,中洲,2
9628,洗身体的地方是？,餐饮店,储物间,淋浴室,仓库,洗车场,2
9629,接在“交通”后面的词是？,笨拙,变得安全,酱油,和平,安全,4
9630,有时会用人偶来玩过家家的是？,棒球,舞台,戏剧,角色,相扑,2
9631,经常用来做包的材料是？,手,礼物,手提袋,穆勒鞋,皮革,4
9632,哪一个是水果？,葡萄,瓶子,黄瓜,威士忌,南瓜,0
9633,观看活动的人是？,演讲者,讲演者,猫,狗,观众,4
9634,把释放身心所承受的压力称为什么？,休息,缓解压力,拳击,跑步,游泳,1
9635,以防暑、防寒、装饰等为目的戴在头上的东西叫什么？,华盛顿,主人,发布,呢绒,帽子,4
9636,本来表示蘑菇意思的词是？,状态,蝴蝶,蜜蜂,大津,菌,4
9637,如果不打扫房间会积累起来的东西是以下哪一个？,地铁,污物,京都,灰尘,大阪,3
9638,把多种调味料混合在一起，用来增加辣味的东西叫什么？,蛋黄酱,辣椒,咖喱,番茄酱,七味辣椒粉,4
9639,地球的约九成都被什么覆盖？,海滩,澡堂,海洋,苔原,山脉,2
9640,在澳大利亚，世界上最大的珊瑚礁地带叫什么？,维多利亚州,凯恩斯,悉尼,大堡礁,昆士兰州,3
9641,向有意应聘者介绍本公司的活动是？,公司说明会,寿司,面试,蛋糕,报名表,0
9642,写有意见或会议记录等的东西是？,文书,周刊杂志,漫画,小说,故事,0
9643,以圣彼得堡为州都的州是？,格罗兹尼,俄罗斯联邦的首都,猫,狗,列宁格勒,4
9644,大脑在哪里？,贝壳,头脑,思念,头,手,3
9645,孩子在游乐园里可能会变成什么？,牧草,生长期,迷路的孩子,鸽子,幽灵,2
9646,在学校里要上的东西是？,抽屉,饭菜,魔术,课程,公文包,3
9647,是木天蓼科木天蓼属雌雄异株的落叶藤本植物的果实。这是什么？,奇异果,马厩,塑料购物袋,草莓,钻石,0
9648,下列哪一项会受到法律的管制？,光明的事情,开心的事情,唱歌,玩游戏,越过国境,4
9649,在生意兴隆的店门前按顺序排得很长的东西叫什么？,草莓,队伍,大海,钻石,昆虫,1
9650,把事情一个接一个推进下去叫什么？,打开,跑,走,转动,关上,3
9651,把各种食物集中在一处举办的活动是？,海鲜,照相机,美食主题乐园,乐园,婴儿食品,2
9652,家具等上用来收纳东西的空间是？,前门,抽屉,钢琴,凸窗,推拉门,1
9653,心神不宁的样子是？,刘海,兴奋,手帕,擦汗的事,水蒸气,1
9654,说到为了体验惊险刺激而乘坐的交通工具是？,启动,自行车,过山车,宇宙飞船,三轮车,2
9655,用来装商品的东西是？,干货,瓶子,燕子,购物袋,玻璃杯,3
9656,爱好是？,戏剧,吸尘器,唱歌,电风扇,眼镜,2
9657,不是给予一方的是？,钱,接收盘,饭勺,肉桂,与一,1
9658,金槌叫什么？,锤子,狗,猫,螺丝刀,锥子,0
9659,最能让人放松的地方是？,养老院,便利店,超市,家,医院,3
9660,属于樱花同类、在夏到秋结果的水果是？,植物,芒果,苹果,草莓,橘子,2
9661,如果被陌生人叫去上车，应该怎么办？,笑,睡觉,大叫,相信,提问,2
9662,有好事发生时的心情是？,难过,感动,幸福,高兴,悲伤,3
9663,夏天大显身手的家电是？,号码,电风扇,火炉,电视,办公室职员,1
9664,在工作中，对职位比自己高的人怎么称呼？,媒体,羊驼,董事,董事会,上司,4
9665,下面哪一个有小麦粉、片栗粉、大阪烧粉等种类？,菜肴,料理,炭,食物,粉,4
9666,“饮料”用英语怎么说？,umbrella（雨伞）,hanger（衣架）,drink（饮料）,Viking（自助餐）,food（食物）,2
9667,把在超市买的东西装进去的东西叫什么？,购物袋,汤,忍耐袋,老妈,面包,0
9668,能成为心灵寄托的是？,宗教,职场,蜡烛,家,尖塔,0
9669,设有县本厅大楼的城市是？,日本,县政府所在地,福岛县,四国,佐贺县,1
9670,乘坐电车或巴士时需要的东西中，也经常出现在西村京太郎推理小说里的道具是？,餐食,饮料,旅行者,时刻表,车站,3
9671,在薄钢板上镀锌进行防锈处理的钢板名称是？,氧化锌,镀锌铁板,氧化铁,硫化锌,超合金,1
9672,在工作中负责管理他人的人叫什么？,可可亚,热咖啡,员工,咖啡,经理,4
9673,会出火的是？,喷灯,便条,电脑,论文,我的左手,0
9674,基督教的教堂叫什么？,车,教堂（church）,机器,钟表,十字路口,1
9675,表示当场气氛的词是？,灯,红色,挫折,气氛,灯光,3
9676,指饮料的是？,草莓,芒果,饮料（drink）,机关,酒精,2
9677,被说成是由猴子进化而来的是？,人,鱼竿,贝类,蓑衣,沙滩,0
9678,衣服上放东西的地方是？,店铺,拉链,口袋,钱包,拉锁,2
9679,赊账购物叫什么？,现金支付,预付款,加肉,赊账买,钉住,3
9680,里约的？,山脉,狂欢节,表演,祭典,足球,1
9681,南方的部分称为什么？,树林,南部,森林,南美,湿地,1
9682,写字时使用的东西是？,雨,口袋,毛笔,文具,风,2
9683,朝着高处走去叫什么？,骑马,网球,登山,滑雪,足球,2
9684,需要花钱的是哪一个？,竞技,午睡,乘电车,运动,散步,2
9685,松茸和香菇统称为什么？,伞,蘑菇,竹笋,生物,菌类,1
9686,说“漂亮”时用哪个词？,可爱,偏贵,黑色的,美丽,白色的,3
9687,哪一个是付钱？,吃,卖,动,排队,买,4
9688,一般把学问和艺术统称为什么？,学术,示威,阵雨,山体滑坡,革命,0
9689,音乐家写的东西是？,诏书,经济白皮书,词典,小说,诗,4
9690,物体撞到物体发出的声音是？,风铃,响动,吸尘器,声音,波纹,1
9691,信件是？,账单,文字,信（letter）,邮件,文书,2
9692,“ジャスミンティー”用汉字怎么写？,爽健美茶,茉莉花,茉莉油,红茶,茉莉花茶,4
9693,清洁车窗的是？,刷子,搓澡刷,离合器,仪表,雨刷,4
9694,坐的地方是？,书库,院生,狗,猫,座位,4
9695,装盘盛菜时使用的工具是哪一个？,纸巾,盘子,住宅,手帕,水域,1
9696,脊椎的下部叫什么？,腰部,尾翼,胸,腹,臀部,0
9697,机器开始运转叫什么？,过山车,宇宙飞船,自行车,电脑,启动,4
9698,说到在路边摊等处出售、酱汁香味绝佳的B级美食，是哪一种？,披萨,拉面,棉花糖,甜甜圈,炒面,4
9699,厨房是？,地面,洗手间,厨房,湿地,沼泽地,2
9700,会痒得受不了的是？,大自然,枯树,日本环球影城,连号马券,脚气,4
9701,在寺庙里进行的事情是？,打坐,眼镜,硬币,电脑,词典,0
9702,说到作为沙拉或配菜使用的叶类蔬菜之一，是哪一种？,辣椒,土豆,红薯,葡萄,卷心菜,4
9703,用探寻来得知某事，叫什么？,感知,超能力者,无双,探知,发现,3
9704,读卖巨人队的主场是？,东京巨蛋,横滨体育场,东京塔,皇居,新国立竞技场,0
9705,把神的教诲加以汇总并系统化的东西是什么？,目录,霓虹灯招牌,绘卷,赌场,宗教,4
9706,被称为亚洲和欧洲桥梁的国家是？,土耳其,埃及,以色列,沙漠,伊朗,0
9707,今天就用这个来干杯！是什么？,椅子,玻璃杯,微波炉,桌子,衣橱,1
9708,把艺人的笑点被破坏这件事，艺人称为什么？,合众国,杀点,关联,大炮,气势,1
9709,装有公司的高楼叫什么？,办公大楼,平房,车库,塔,树,0
9710,由于新冠的影响，被要求自觉减少使用的是哪一个？,电车,服装店,站台,居酒屋,脸,3
9711,犯了罪的是？,囚犯,犯人,婴儿,小学生,律师,1
9712,我们是？,国民,人类,猫,身体,女性,1
9713,哪一个是昆虫？,黄蝇,云,黄种人,熊,黄色植物,0
9714,哪一个毛最多？,草莓,肢体,手脚,芒果,猫,4
9715,白色并且可以作为面包原料的是？,扇贝,海螺,洋葱,鸡蛋,面粉,4
9716,我们是什么？,人类,美国人,国民,国家,神,0
9717,在这三个之中，表示因肉体疼痛而受苦的名称是？,痛觉,苦痛,医院,绷带,疾病,1
9718,打棒球的地方是？,霜,森林,海,棒球场,草坪,3
9719,在美利坚合众国中，洛杉矶所在的州是？,波士顿,西伯利亚,阿拉斯加,加利福尼亚,佛罗里达,3
9720,哪一个是硬的？,僧侣,石头,蜡烛,馒头,幽灵,1
9721,在美术馆要做的事情是？,预订门票,进行治疗,吃饭,预约,看展品,4
9722,高空中的高处叫什么？,低空,休息处,低层,高层,主人,3
9723,是东京代表的话，在奥运会上就是哪个代表？,美国,日本,中国,九州,县政府所在地,1
9724,哪一个是用来携带的东西？,空手道,天空,大海,信件,行李,4
9725,可以携带的电脑是？,笔记本,抽屉,智能手机,书店,文字处理机,0
9726,接在“出席”后面的词是哪一个？,桌子,事务职员,椅子,号码,电风扇,3
9727,销售点心的店是？,庙会,小零食店,便利店,银行,学校,1
9728,在水中游泳叫什么？,游泳圈,潜水,游泳,海水,跑步,2
9729,左右和背面用木板等围住，里面装有门槛，正面装有门，可以收纳东西的是什么？,抽屉,橱柜,大豆,豆腐,衣橱,1
9730,用来挖掘的工具是？,铁锹,锯子,咖啡杯,锤子,铁锤,0
9731,哪一个表示事情进展顺利？,得意起来,发炎,画画,与生俱来,与亲戚来往,0
9732,小腿前面的部分叫什么？,手腕,小腿前侧,小腿肚,腓骨,腹部,1
9733,文字资料匮乏的时代是？,座谈会,黑暗时代,暗黑星云,黑暗面,泥泞,1
9734,哪一个是汉字？,文件,人们,人类,怪物,客户,1
9735,用来扔东西的是？,豆腐,地毯,家具,大豆,垃圾箱,4
9736,记载企业或个人联系方式号码的类似书的东西叫什么？,词典,电话簿,漫画,朋友,绳子,1
9737,因为啤酒喝太多而鼓起来的部位是哪里？,腿,肚子,胸部,脚,伤口,1
9738,人居住的住宅是？,学校,政府机关,房间,房屋,建筑物,3
9739,名古屋市位于哪个县？,名古屋城,爱知县,大阪府,中村区,京都府,1
9740,夏天会燃放的活动是？,麦芽糖,大阪烧,大文字烧,屋形船,烟花,4
9741,樱花的叶子变色称为什么？,樱红叶,红叶叶悬铃木,变化,透明,枫叶标志,0
9742,在快餐店经常吃的东西是？,演唱会,炸薯条,学生,足球,电子游戏,1
9743,把大楼和房子等合在一起称为什么？,木材,树叶,钢筋,建筑物,路缘石,3
9744,像菠菜这样的熟食配菜叫什么？,供餐,根菜,米饭,果实,叶菜,4
9745,桌子上装着的是什么？,旅行包,文具,包,抽屉,行李箱,3
9746,为了把房间打扫干净而使用的机器是？,吸尘器,洗衣机,吹风机,声音,响动,0
9747,粗俗地说去厕所叫什么？,长寿,睡觉,去小便,跑步,敲打,2
9748,哪一个也被用作漫画的标题？,中高型,岳,丈,汽油,蛋白质,1
9749,LED灯被评价的优点之一是？,价格便宜,跨越国境,容易安装,很亮,很有趣,3
9750,表示胖的是？,痛风,高血压,肥胖,消瘦,衰弱,2
9751,用来通知火灾的装置是？,大豆,豆腐,火灾警报,火灾报警器,火灾保险,3
9752,因人而异的是？,风琴,教皇,牛,人物形象,河流,3
9753,汽车行驶所需的东西中，有四个的是？,刹车,灯,踏板,轮胎,车门,3
9754,马来西亚位于哪里？,关东,东南亚,天津饭,马绍尔群岛,信号灯,1
9755,在澳大利亚旁边的岛国是？,南极,南太平洋,东南亚,新西兰,珊瑚礁,3
9756,用于玻璃杯等、容易碎的东西是？,眼镜,玻璃,电视,演唱会,智能手机,1
9757,与使船舶稳定的物品同音的是哪一个？,锚,愤怒,酒,兴奋,伊刈,1
9758,5月吃的是？,柏饼,牡丹饼,草饼,糝粉饼,糯黍,0
9759,想要读书时首先要做的事情是？,读书,带上钱,订书,风,雨,2
9760,是用合成树脂做成的东西是？,飞机,塑料制的,筷子,剪刀,游泳圈,1
9761,深深的悲伤是？,半生,生命,憎恨,悲叹,亲近感,3
9762,“布”是纸，“剪刀手”是剪刀，“石头”是？,流星,石头,面包,米,蛇,1
9763,对贵人之女的尊称叫什么？,公主殿下,你这家伙,小妹公主,佐保姬,老爷,0
9764,到田里去干的工作叫什么？,农活,临时差事,渔业,林业,工作运,0
9765,四四方方的容器是？,垫子,铺垫物,盒子,碗,器皿,2
9766,去店里付款的行为叫什么？,转让,去展览会,买,去音乐会,卖,2
9767,房子建在下面的东西是？,海,山,田地,天空,地面,4
9768,生日、圣诞节等大家聚在一起做的事情是什么？,集会,派对,舞会,剧场,舞台,1
9769,写有店名或广告等内容的牌子是？,旅馆,垃圾箱,屋顶,挂轴,招牌,4
9770,用来停放汽车等的是？,公园,建筑物,公寓,车库,桥下,3
9771,下面哪一个是用来开门的？,锄头,钥匙,棍子,说明书,橡皮筋,1
9772,办理邮政、邮政储蓄等业务的机构叫什么？,书店,邮局,店铺,加油站,图书馆,1
9773,自古以来就有的出租集合住宅是？,厕所,墙,体育馆,厨房,公寓,4
9774,为了将来的某次出场而被存放着的东西是？,银行,睡着的人,保险箱,保管物,被褥,3
9775,从海上远处看去，只能看到游艇等船只的桅杆的那种景象所在的位置是？,地平线,砂砾,绝景,波浪,水平线,4
9776,通过喝这一行为摄取的液体状的东西是？,洗发水,水,猫,饮料,狗,3
9777,说到骏河湾的特产是？,樱饼,樱花虾,樱花蟹,樱花鲷,峰樱,1
9778,指夜里下的雨的是？,夜之底,时雨,夜晴,夜雨,细雨,3
9779,河流或湖泊的一部分形成落差，水从高处落下的地方叫什么？,地,自卸卡车,大津,瀑布,营业,3
9780,比走路稍微快一点叫什么？,长寿,跑,跳,去小便,停,1
9781,词源来自英语的是哪一个？,百货店,商店（store）,面包,市场,栗子（marron）,1
9782,哪一个是家电产品？,公交车,大企业,电,电器产品,房间,3
9783,用来照亮黑暗地方的是？,灯,灯光,现实,心情,梦,1
9784,被简称为“萨克斯”的是哪一种？,小号,萨克斯管,短笛,弦乐器,长号,1
9785,如果不去美容院，会开始在意的事情是？,洗头这件事,美甲,头发太长,剪发,变得舒服这件事,2
9786,作为夏日风物诗，在长冈和隅田川举办而闻名的是？,面具,烟花,假面,长崎蛋糕,捞金鱼,1
9787,一般来说，女性化妆之后会怎样？,变漂亮,脸色改变,去除污垢,做体操,眉毛消失,0
9788,对可食用对象的总称叫什么？,锅,食品,甜食,平底锅,水壶,1
9789,家里会有的是哪一个？,大佛,大学,神社,书架,国会图书馆,3
9790,舞者或歌手发表表演的场合是？,游泳池,曲艺,表演秀,公园,摄影棚,2
9791,用来写字等的文具是？,键盘,电话,钟表,尺子,笔记本,4
9792,会举办音乐节（Fes）的地方是？,体育馆,津崎,演唱会会场,飞跃的,舞台,2
9793,像“ゆうパック”这样的赠送物品是？,邮箱,快递,信,公司,邮票,1
9794,演奏乐器、唱歌，或聆听这些表演的场所是？,公交车站,英语会话教室,浴室,美容沙龙,音乐厅,4
9795,与碳水化合物、脂质并列的三大营养素之一是？,脚踝,教员室,糖类,蛋白质,胸大肌,3
9796,位于人体骨盆附近的部位是？,胸部,脖子,肾脏,脚趾,腰,4
9797,贴上照片，填写学历、奖惩等的是？,履历表,雨,公司参观,公司说明会,风,0
9798,热带雨林叫什么？,丛林,植物园,塑料大棚,动物园,作业,0
9799,美国短毛猫和俄罗斯蓝猫是属于哪一科的动物？,理科,毛巾,地毯,猫,外科,3
9800,用日语说，“电影院”是？,博物馆,剧院,人行道,动物园,警官,1
9801,无特别目的地闲逛、溜达叫什么？,高尔夫,跑步,冲浪,步行,散步,4
9802,有“隼跳”“双飞”等技巧的游戏是哪个？,国际象棋棋子,橄榄球,跳绳,网球,飞盘,2
9803,稍微休息一下叫什么？,到达,有了眉目,想出,喘口气,察觉,3
9804,自己居住的地方是？,房间,建筑物,大海,火山,家,4
9805,从家里出门外出叫什么？,洗衣服,外出,健康,把被子拿出去晒,荞麦面,1
9806,为纪念或赞颂某事而制作的有形作品叫什么？,房子,纪念碑,墓地,得克萨斯,奖杯,1
9807,人类是？,马,自行车,专业,澡堂,小孩,4
9808,早晚是？,报纸,图书馆,月亮,书店,太阳,0
9809,空气中的水蒸气变成冰的结晶，这叫什么？,豆腐,苔藓,落叶,大豆,霜,4
9810,没有战争等的平稳状态是？,志愿者,天空,朋友,和平,爱,3
9811,没有抑扬顿挫的发音是？,颤音唱法,平声,颤音,假声,发声,1
9812,有德国和法国的世界地区叫什么？,奥运会,马拉松,亚洲,欧洲,英国,3
9813,全世界的愿望是？,和平,做出吸引人的演讲,战争,贸易,恐怖袭击,0
9814,鱼和贝类等的总称是？,肉类,火锅,鱼市场,蔬菜,鱼贝类,4
9815,单独存在时不太有用的东西是哪个？,电视,音箱,音乐,录像带,团扇,1
9816,铺满在地板上的东西是？,枝形吊灯,地毯,毛巾,猫,吊床,1
9817,用水泡回后再使用的食品是？,游泳,干货,购物袋,牛奶,瓶子,1
9818,地球上的一个整体单元是？,地上,河流,矿,世界,地幔,3
9819,在日本，藏书量最多的地方是？,东京站,大学,书架,国会大厦,国会图书馆,4
9820,美国的一个州，由瓦胡岛等岛屿组成的总称是什么？,北美,尖阁诸岛,夏威夷州,南美,日本,2
9821,把布和布缝在一起的地方叫什么？,假发,洞,缝线,接缝,补丁,2
9822,城里有的是哪一个？,露营地,抽屉,邮局,海水浴场,邮政,2
9823,在这些当中，哪一个是“习俗、礼俗”？,上学,通勤,近郊,佛罗里达州,葬礼,4
9824,身体不能自由活动、动弹不得的状态是？,有精神,疲劳,爱,电波,恢复,1
9825,如果没有这两个人，就会觉得自己在这个世界上根本不存在，这两个人是谁？,The Peanuts（二人女子组合）,父亲,父母,祖母,LILIES（女子组合）,2
9826,主要从事木结构建筑物的建造和修理的工匠叫什么？,设计师,木匠,挖凿,建造东西,消防员,1
9827,承认自己的过错并请求原谅叫什么？,生气,睡过头,道歉,殴打,等待,2
9828,放书的地方是？,研究生,凳子,书库,猫,狗,2
9829,店铺的入口附近或收银台附近的地方叫什么？,后门,店头,下水道,巢穴,陈列架,1
9830,在葬礼上穿的衣服是？,腰带,宇航服,丝绸,睡衣,丧服,4
9831,带着音乐性的高低、音调等来发声，叫什么？,跳舞,睡觉,唱歌,闭眼,演奏,2
9832,在轨道上行驶的是？,自行车,电车 / 火车,汽车,人,飞机,1
9833,回到家以后洗手的地方是？,底部,各自心中,洗脸台,洗手间（洗漱间）,木板,3
9834,早上喝的汤类饮品叫什么？,购物袋,吐司,面包,汤,粥,3
9835,由猴子进化而来的是？,狗,人,猫,衣服,单肩包,1
9836,需要占位置的宴会是？,派对,赏花,樱花,风,雨,1
9837,下楼梯时抓住的东西叫什么？,光源,影子,赝品,扶手,标本,3
9838,用来吃的是哪一个？,杯子,查资料,食物,摆件,刷子,2
9839,电车停靠的地方是？,公交车站,火车站,大街,城市,车站,1
9840,哪种点心，舔着吃会逐渐融化消失？,糖果,豆腐,水果,饮料,大豆,0
9841,日本的首都是？,公寓,东京,大阪,名古屋,大楼,1
9842,从家里出去的地方是？,淋浴帘,妓女,盾牌,玄关,紧急出口,3
9843,以宣传为目的而分发的纸状物是什么？,料理,钱,试用品,传单,纸巾,3
9844,在文章书写中，用来把文字括起来的符号是什么？,山括号,富士山,山脉,群山,小山,0
9845,表示在地球上呼吸着的东西的词是？,贝类,鸟,生物,人类,全身,2
9846,汽车的基本骨架叫什么？,底盘,轮胎,消音器,方向盘,油箱,0
9847,变得不需要的东西是？,溪流,树木,资源,材料,垃圾,4
9848,下面哪一个是书写用具？,理科实验室,尺子,键盘,鼠标,笔,4
9849,一说到夏天，会想到？,祭典,表演,化装,苹果,狂欢节,0
9850,石川县的县政府所在地是哪个市？,砂金,石川市,鬼压床,金泽,新潟市,3
9851,侍奉上司的人叫什么？,动物,友情,自卫队,老师,部下,4
9852,人类左右各有5根，一共10根的东西是？,腰,眼睛,脚趾,头发,肾脏,2
9853,寒冷的季节是？,冬季,箱子,夏季,地球,土特产店,0
9854,Spa Resort Hawaiians 位于哪里？,岩手县,山形市,福岛县,山形县,仙台市,2
9855,露出笑容时的表达是？,冷冰冰,笑容可掬,软绵绵,闪闪发光,温暖,1
9856,把东西冻得硬邦邦的叫做什么“付く”？,冻住,察觉,入睡,说谎,定居,0
9857,在店里，有的免费有的收费的空间是？,光,停车场,迷路的孩子,篮球,水,1
9858,把东西压扁的样子叫什么？,创造,紊乱,再生,动摇,破坏,4
9859,把安装在飞机等尾部附近的东西叫什么？,腰部,尾翼,羽毛,机翼,屁股,1
9860,进行空气更换时需要的是什么？,屋檐,洗衣机,电饭锅,脚印,通风口,4
9861,哪一个是日文假名的一种？,谜语,词语,平假名,俳句,剪刀石头布,2
9862,多人一起坐的东西是？,桌子,餐桌,音响,长椅,书桌,3
9863,在家里做饭的地方是？,窗户,玄关,厨房,浴室,大厅,2
9864,说到7-11和罗森，是哪一种店？,雨,厨房,卖场,便利店,风,3
9865,为了了解授课内容而进行的活动是？,上学,汽车驾照,会议,参加期末考试,作业,3
9866,伴随强风而下的雨是？,雾,梅雨,夜雨,龙卷风,暴风雨,4
9867,把“ドリンク”换一种说法是？,喝干,酒,饮料,畅饮,汤,2
9868,把每个月代表性的花分别配到各个月份上的东西叫什么？,天津饭,红绿灯,花历,茉莉花,无花果,2
9869,哪一个是人类？,人,底面,长颈鹿,大象,小鱼,0
9870,以维护地区治安为职责的职业是？,警察,渔夫,护士,人行道,剧场,0
9871,军队里的军人叫什么？,酱油,士兵,手榴弹,行军包,探望,1
9872,身体不舒服时要去的地方是？,窗户,蔬菜店,学校,住宅区,医院,4
9873,把“デブ”换一种说法是？,肥胖,获得满足感的事,糖尿病,掉队者,零食依赖症,0
9874,在古典乐曲中很有名的、位于德国的河流是？,多瑙河,汉诺威,罗斯托克,风,雨,0
9875,被用作形容夫妻恩爱的鸟的名字是？,捕鸟网,燕子,鸟居,麻雀,鸳鸯,4
9876,“都会”的反义词是？,地方,牧场,田园,地狱,天堂,0
9877,以欣赏、观赛为主要目的而聚集观众的行为叫什么？,演出,企划,音乐节,地毯,钉子,0
9878,由多栋独立住宅连在一起建成的住宅是什么？,鬼屋,美容院,饭馆,联排别墅,独栋住宅,3
9879,没有植物生长的原始自然场所是？,丛林,海岸,草原,沙漠,大海,3
9880,哪一个是有尾巴的野兽？,蒙贝尔（Montbell）,媒体,兽医学,尾兽,害兽,3
9881,为了让人容易明白而叙述叫做什么？,发胖,说明,唱歌,生气,对自己说教,1
9882,具备外交能力的地区称为什么？,武藏小杉,西亚,阿拉伯,国家,鲁,3
9883,在田里栽培的东西是？,肉,沙拉,牛奶,汉堡包,蔬菜,4
9884,在管乐器中，哪一个是横笛？,架子鼓,键盘,风琴,长笛,琴,3
9885,一般把装饰用的戒指戴在身体的哪个部位？,羽毛,鼻孔,手指,嘴唇,指尖,2
9886,为了实现人做不到的事情而使用的是？,塑料,器具,架子,石头,黏土,1
9887,把计算机之间连接到电话线上的机器叫什么？,不协和音,声耦合器,雁鸣,扬声器’,‘有线,1
9888,一提到大楼会想到？,地下,房间,房屋,建筑物,屋顶,3
9889,作为礼物很受欢迎的文具是？,屋外,月亮,钢笔,杯子,茶碗,2
9890,工作是？,漂白,火腿,活动,劳动,上班,3
9891,个人的嗜好是？,资质,长子,人品,气味,性癖,4
9892,在下面这些词中，按日语五十音顺（あいうえお顺）排列时最先出现的是哪一个？,理解,学习,计划,启蒙,把握,1
9893,指门、拉门等建具的安装，以及其开关状况的称呼是？,锁门,贷款,转告,门窗安装情况,鬓发油,3
9894,对人类来说必需的是？,舞蹈,愤怒,恋爱,睡眠,悲伤,3
9895,为别人加油的人坐的地方是？,篮子,观众席,赏花,游泳池,野餐,1
9896,人居住的地方叫什么？,医院,百货商店,家,店头,衣橱,2
9897,可以轻松打印的方便机器是什么？,图章,复印机,橡皮擦,纸张,传真机,1
